PDE,BC,IC,Data
171.96681213378906,382.3360290527344,74.79642486572266,44.203285217285156
161.33001708984375,388.79522705078125,69.22608184814453,44.16123962402344
159.51478576660156,382.5838928222656,66.02967071533203,44.770423889160156
165.18251037597656,368.2402648925781,70.62904357910156,44.815093994140625
161.7196502685547,365.49188232421875,74.1524658203125,44.85751724243164
162.60955810546875,359.8600158691406,75.18408203125,45.04119110107422
157.19989013671875,355.4277648925781,76.3646240234375,45.771026611328125
161.0870361328125,350.41754150390625,75.56816101074219,45.82065200805664
164.53701782226562,349.9345397949219,72.6536865234375,45.63254928588867
164.53701782226562,349.9345397949219,72.6536865234375,45.63254928588867
165.90621948242188,350.33831787109375,70.79288482666016,45.43397903442383
162.76341247558594,352.25909423828125,70.1627426147461,45.1497688293457
154.39759826660156,360.0619201660156,70.6220703125,44.225040435791016
150.5087432861328,361.34796142578125,72.85111236572266,43.58838653564453
142.66342163085938,363.83837890625,74.6961669921875,42.507843017578125
141.08424377441406,350.7637634277344,83.794189453125,41.102317810058594
131.79400634765625,345.279052734375,87.41702270507812,40.609737396240234
140.46128845214844,333.7746887207031,86.94520568847656,39.962467193603516
137.44728088378906,330.51519775390625,85.08475494384766,40.351070404052734
134.97439575195312,331.1865539550781,82.38043212890625,40.605953216552734
140.09075927734375,327.8773498535156,82.06250762939453,40.3015251159668
135.34567260742188,331.7250061035156,81.6478042602539,40.335384368896484
135.6407470703125,328.16839599609375,82.68592071533203,40.398414611816406
138.25672912597656,322.41827392578125,82.97010803222656,40.58607864379883
137.02378845214844,322.4294738769531,82.22508239746094,40.64925003051758
137.87510681152344,318.131591796875,78.7013168334961,41.02760314941406
136.6785888671875,320.55517578125,74.9395751953125,41.02940368652344
136.67759704589844,320.79693603515625,70.98117065429688,41.10127639770508
132.99258422851562,324.6319274902344,66.36294555664062,41.12313461303711
132.2039031982422,330.00347900390625,61.457977294921875,40.44034957885742
132.2039031982422,330.00347900390625,61.457977294921875,40.44034957885742
123.84046936035156,330.09918212890625,58.21947479248047,40.57643127441406
120.08578491210938,333.671630859375,55.24571228027344,39.52940368652344
123.83873748779297,327.0303955078125,55.769901275634766,38.40810775756836
119.79598236083984,327.7498779296875,53.478729248046875,37.965301513671875
121.24504852294922,323.3680419921875,48.75977325439453,37.80559539794922
121.00401306152344,320.58770751953125,47.29632568359375,37.93158721923828
136.42495727539062,311.90228271484375,39.91314697265625,37.517330169677734
118.53990173339844,313.0147705078125,43.335166931152344,38.08551788330078
123.52571105957031,304.62847900390625,46.050270080566406,37.90894317626953
125.83812713623047,299.7673034667969,45.87793731689453,37.93202209472656
122.22796630859375,299.63250732421875,44.540245056152344,38.266212463378906
123.58550262451172,295.26629638671875,46.69153594970703,38.16036605834961
122.0606689453125,292.6730651855469,48.64268493652344,38.056541442871094
120.45442962646484,295.58245849609375,49.34247970581055,37.4040641784668
119.84969329833984,300.31390380859375,47.997802734375,36.512962341308594
115.39790344238281,309.56622314453125,46.244163513183594,35.45275115966797
121.99992370605469,310.3019104003906,44.179847717285156,34.21598815917969
115.4542465209961,307.19793701171875,43.79460144042969,34.25851821899414
116.4994125366211,294.9935607910156,45.5847053527832,34.43183135986328
111.0404281616211,283.9020690917969,44.9893684387207,35.447025299072266
111.0404281616211,283.9020690917969,44.9893684387207,35.447025299072266
111.98399353027344,273.8327331542969,45.46366882324219,35.57612991333008
110.95928192138672,264.0012512207031,43.57656478881836,35.56109619140625
111.4988784790039,249.93099975585938,37.150386810302734,36.13063430786133
102.65238189697266,257.2490539550781,34.7037353515625,35.856666564941406
107.38797760009766,250.34747314453125,33.884944915771484,35.5392951965332
107.09642028808594,243.84027099609375,32.57775115966797,36.02521896362305
111.98896789550781,236.50111389160156,33.89729309082031,35.872249603271484
106.04864501953125,242.86282348632812,32.381927490234375,35.57262420654297
108.08656311035156,236.2879180908203,32.11004638671875,35.690162658691406
106.79546356201172,234.04449462890625,31.526918411254883,35.77655029296875
111.56991577148438,224.9863739013672,31.643871307373047,35.98011779785156
107.19374084472656,228.840087890625,31.31381607055664,35.92637634277344
106.92140197753906,229.41729736328125,30.49799346923828,35.921897888183594
109.09590911865234,227.68295288085938,29.712825775146484,35.87906265258789
109.82796478271484,226.7578125,27.32827377319336,36.00742721557617
112.64663696289062,223.96311950683594,25.816844940185547,35.912288665771484
115.73169708251953,220.5308837890625,23.623289108276367,35.71037292480469
115.47571563720703,217.6300811767578,19.627483367919922,35.56898498535156
113.37680053710938,215.65733337402344,19.296554565429688,35.23578643798828
109.24546813964844,213.99041748046875,18.15908432006836,35.308650970458984
109.24546813964844,213.99041748046875,18.15908432006836,35.308650970458984
103.23033905029297,224.55079650878906,19.9999942779541,34.91031265258789
106.40744018554688,214.68153381347656,18.94194793701172,35.099037170410156
101.8326416015625,213.1598358154297,20.238117218017578,35.05473327636719
105.5571517944336,207.00953674316406,20.963346481323242,34.54144287109375
95.60558319091797,212.01011657714844,24.467073440551758,33.4085693359375
